,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
7366,Meghmani Industr...,4.3,(65 Reviews),Public,Charlotte + 5 more,36 years old,1-10 Employees (India)
7367,Diversey,4.4,(65 Reviews),"Fort Mill,South Carolina + 17 more",99 years old,51-200 Employees (India),
7368,Paramount Produc...,3.9,(65 Reviews),New Delhi + 1 more,49 years old,51-200 Employees (India),
7369,DECON,3.0,(65 Reviews),Gurugram + 18 more,29 years old,11-50 Employees (India),
7370,Thinksys Softwar...,4.2,(65 Reviews),Private,"Sunnyvale,California + 1 more",10 years old,201-500 Employees (India)
7371,Gracenote,4.2,(65 Reviews),Public,"Emeryville,California + 1 more",24 years old,501-1k Employees (India)
7372,Exusia,4.6,(65 Reviews),Private,Miami + 6 more,10 years old,201-500 Employees (India)
7373,Multani Pharmace...,4.2,(65 Reviews),Private,New Delhi + 7 more,36 years old,51-200 Employees (India)
7374,Room to Read,4.2,(65 Reviews),Private,"San Francisco,California + 16 more",22 years old,201-500 Employees (India)
7375,Panamax Infotech,4.3,(65 Reviews),Private,"Garden City,New York + 1 more",21 years old,201-500 Employees (India)
7376,Inchcape Shippin...,3.9,(65 Reviews),Private,London + 8 more,175 years old,201-500 Employees (India)
7377,BSL,4.2,(65 Reviews),Public,Bhilwara + 11 more,51 years old,1k-5k Employees (India)
7378,Aurus,3.1,(65 Reviews),Private,"Norwood,Massachusetts + 1 more",22 years old,201-500 Employees (India)
7379,Pegasus InfoCorp,3.2,(65 Reviews),Private,"Mumbai,Maharashtra + 5 more",19 years old,201-500 Employees (India)
7380,MGNREGA,3.8,(65 Reviews),New Delhi + 29 more,31 years old,501-1k Employees (India),
7381,Centum Rakon,3.9,(65 Reviews),Bangalore + 1 more,14 years old,,
7382,United Biotech,3.9,(65 Reviews),Private,"Delhi/NCR,New Delhi + 15 more",25 years old,1k-5k Employees (India)
7383,Jaycee Punching ...,4.2,(65 Reviews),Private,Faridabad + 11 more,15 years old,501-1k Employees (India)
7384,Enka Insaat Ve S...,4.5,(65 Reviews),Istanbul + 6 more,65 years old,201-500 Employees (India),
7385,P.N. Internation...,3.7,(65 Reviews),Noida,24 years old,51-200 Employees (India),
7386,Tv18 Broadcast,4.2,(65 Reviews),Public,Mumbai + 14 more,26 years old,1k-5k Employees (India)
7387,Maya Academy of ...,3.4,(65 Reviews),Mumbai + 21 more,21 years old,501-1k Employees (India),
7388,Cambridge Intern...,4.0,(65 Reviews),Private,Nawanshahr + 16 more,9 years old,1 Lakh+ Employees (India)
7389,Apollo Telehealt...,4.4,(65 Reviews),Hyderabad/Secunderabad + 14 more,12 years old,51-200 Employees (India),
7390,Best Corporation,4.1,(65 Reviews),Private,"Elblag,Warmian-masurian Voivodeship + 4 more",55 years old,201-500 Employees (India)
7391,New Swan Multite...,3.8,(65 Reviews),Private,Ludhiana + 2 more,13 years old,51-200 Employees (India)
7392,Vwr Lab Products,3.8,(65 Reviews),Private,"Radnor,Pennsylvania + 1 more",170 years old,501-1k Employees (India)
7393,Galaxy Toyota,3.8,(65 Reviews),New Delhi + 1 more,17 years old,501-1k Employees (Global),
7394,DMI DRAEXLMAIER ...,4.2,(65 Reviews),Private,Vilsbiburg,64 years old,51-200 Employees (India)
7395,MODI HYUNDAI,4.0,(65 Reviews),Private,Mumbai + 4 more,13 years old,501-1k Employees (Global)
7396,Edge Telecom,3.7,(65 Reviews),Private,Gurgaon + 8 more,14 years old,201-500 Employees (India)
7397,Atomberg Technol...,4.7,(65 Reviews),Private,"Mumbai,Maharashtra + 8 more",10 years old,201-500 Employees (India)
7398,VAR Facility Man...,4.4,(65 Reviews),Private,Bengaluru + 5 more,15 years old,5k-10k Employees (India)
7399,Colorbar Usa,4.2,(65 Reviews),Private,"Delhi/NCR,New Delhi + 24 more",18 years old,
7400,UBS Cognizant,3.7,(65 Reviews),Hyderabad/Secunderabad + 9 more,50k-1 Lakh Employees (India),,
7401,MSF,4.7,(65 Reviews),NGO/NPO,Geneva + 19 more,51 years old,501-1k Employees (India)
7402,Platinum One,3.4,(65 Reviews),Thane + 5 more,14 years old,501-1k Employees (India),
7403,Saboo RKS Motor,4.2,(65 Reviews),Private,Hyderabad + 2 more,49 years old,51-200 Employees (India)
7404,LIC Mutual Fund,3.9,(65 Reviews),Public,"Mumbai,Maharashtra + 24 more",33 years old,501-1k Employees (Global)
7405,Lonsen Kiri Chem...,4.1,(65 Reviews),Private,Ahemdabad + 2 more,24 years old,201-500 Employees (India)
7406,Karnataka Power ...,4.3,(65 Reviews),Bengaluru + 6 more,52 years old,10k-50k Employees (India),
7407,Bird Group,3.5,(65 Reviews),"Delhi/NCR,New Delhi + 5 more",51 years old,1k-5k Employees (India),
7408,Newtech Medical ...,3.6,(65 Reviews),Private,Faridabad + 4 more,15 years old,51-200 Employees (India)
7409,ATC India Tower ...,4.0,(65 Reviews),Private,New Delhi + 21 more,15 years old,1k-5k Employees (India)
7410,Erection Instrum...,4.1,(65 Reviews),Private,New Delhi + 11 more,21 years old,201-500 Employees (Global)
7411,Bullmen Realty,2.7,(65 Reviews),Private,"Noida,Uttar Pradesh + 8 more",7 years old,201-500 Employees (India)
7412,Mantra Propertie...,3.5,(65 Reviews),Private,"Pune,Maharashtra",20 years old,51-200 Employees (India)
7413,Atomberg Technol...,4.7,(65 Reviews),Private,"Mumbai,Maharashtra + 8 more",10 years old,201-500 Employees (India)
7414,e-Solutions,3.7,(65 Reviews),Private,San Jose + 11 more,19 years old,11-50 Employees (India)
7415,SKS Fasteners,3.6,(65 Reviews),Private,"Pune,Maharashtra",24 years old,201-500 Employees (India)
7416,Keolis Hyderabad...,3.5,(65 Reviews),1k-5k Employees (India),,,
7417,Bhilai Iron And ...,4.1,(65 Reviews),Private,Bhilai + 3 more,14 years old,10k-50k Employees (India)
7418,Pride Purple Gro...,4.3,(65 Reviews),Private,"Pune,Maharashtra + 1 more",22 years old,201-500 Employees (India)
7419,Netsmartz Infote...,3.2,(65 Reviews),Private,Pittsford + 2 more,23 years old,501-1k Employees (India)
7420,Sobha Engineerin...,3.5,(65 Reviews),Dubai + 7 more,19 years old,1k-5k Employees (Global),
7421,Krishi Rasayan E...,4.0,(65 Reviews),New Delhi + 21 more,27 years old,201-500 Employees (India),
7422,Madhavbaug,4.2,(65 Reviews),Private,Thane + 15 more,16 years old,201-500 Employees (India)
7423,Thinksys Softwar...,4.2,(65 Reviews),Private,"Sunnyvale,California + 1 more",10 years old,201-500 Employees (India)
7424,Colorbar Usa,4.2,(65 Reviews),Private,"Delhi/NCR,New Delhi + 24 more",18 years old,
7425,Galaxy Toyota,3.8,(65 Reviews),New Delhi + 1 more,17 years old,501-1k Employees (Global),
7426,United Biotech,3.9,(65 Reviews),Private,"Delhi/NCR,New Delhi + 15 more",25 years old,1k-5k Employees (India)
7427,Vwr Lab Products,3.8,(65 Reviews),Private,"Radnor,Pennsylvania + 1 more",170 years old,501-1k Employees (India)
7428,DMI DRAEXLMAIER ...,4.2,(65 Reviews),Private,Vilsbiburg,64 years old,51-200 Employees (India)
7429,Amco Saft India,3.8,(65 Reviews),Private,Levallois-Perret + 10 more,26 years old,51-200 Employees (India)
7430,Airworks,4.0,(65 Reviews),Hosur + 9 more,51-200 Employees (India),,
7431,Extinct Fire Eng...,3.8,(65 Reviews),Private,"Mumbai,Maharashtra + 4 more",32 years old,51-200 Employees (India)
7432,Enka Insaat Ve S...,4.5,(65 Reviews),Istanbul + 6 more,65 years old,201-500 Employees (India),
7433,Jaycee Punching ...,4.2,(65 Reviews),Private,Faridabad + 11 more,15 years old,501-1k Employees (India)
7434,Jaya Hind Montup...,4.1,(65 Reviews),Private,Pune + 2 more,9 years old,1k-5k Employees (India)
7435,Sakthi Finance,4.4,(65 Reviews),Public,Coimbatore + 15 more,67 years old,201-500 Employees (India)
7436,NETPLUS Broadban...,3.6,(65 Reviews),Private,"Delhi/NCR,Delhi + 8 more",8 years old,51-200 Employees (India)
7437,Max Smart Super ...,4.1,(65 Reviews),New Delhi + 7 more,16 years old,10k-50k Employees (India),
7438,Apollo Telehealt...,4.4,(65 Reviews),Hyderabad/Secunderabad + 14 more,12 years old,51-200 Employees (India),
7439,Ummeed Housing F...,4.1,(65 Reviews),Private,"Gurgaon,Haryana + 13 more",6 years old,201-500 Employees (India)
7440,SNS Group,4.4,(65 Reviews),Private,Riyadh + 4 more,21 years old,201-500 Employees (India)
7441,Meenakshi Missio...,4.5,(65 Reviews),Private,Madurai + 3 more,32 years old,1k-5k Employees (India)
7442,Fangs Technology,4.4,(65 Reviews),Private,Chennai + 9 more,8 years old,1k-5k Employees (Global)
7443,AAK KAMANI,4.3,(65 Reviews),Mumbai + 8 more,60 years old,51-200 Employees (India),
7444,Bhilai Iron And ...,4.1,(65 Reviews),Private,Bhilai + 3 more,14 years old,10k-50k Employees (India)
7445,Link Group,3.7,(65 Reviews),Mumbai + 1 more,,,
7446,Walkaroo Interna...,4.3,(65 Reviews),Coimbatore + 15 more,,,
7447,Poonawalla Finan...,3.8,(65 Reviews),Private,"Pune,Maharashtra + 32 more",37 years old,51-200 Employees (India)
7448,Scymes Services,4.6,(65 Reviews),Mumbai + 8 more,501-1k Employees (India),,
7449,NxtWave,4.9,(65 Reviews),"Hyderabad,Telangana + 2 more",2 years old,201-500 Employees (India),
7450,SMARTe,3.6,(64 Reviews),Private,"Delhi,NCT + 7 more",8 years old,201-500 Employees (India)
7451,Mettl,4.2,(64 Reviews),Private,"Gurgaon,Haryana + 5 more",13 years old,501-1k Employees (India)
7452,HealthAsyst,4.0,(64 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",23 years old,201-500 Employees (India)
7453,Medical Trust Ho...,4.3,(64 Reviews),Private,"Kochi/Cochin,Kerala + 14 more",49 years old,501-1k Employees (India)
7454,St Stephens Hosp...,3.6,(64 Reviews),Private,New Delhi + 3 more,137 years old,1k-5k Employees (India)
7455,DigiCaptions Ind...,3.5,(64 Reviews),Private,Pune,107 years old,501-1k Employees (Global)
7456,Biotech Vision C...,3.8,(64 Reviews),Private,"Bodakdev,Gujarat + 10 more",23 years old,201-500 Employees (India)
7457,C1 India,3.8,(64 Reviews),Private,"Gurgaon/Gurugram,Haryana + 5 more",22 years old,51-200 Employees (India)
7458,Valenta BPO Solu...,4.0,(64 Reviews),Private,Brisbane + 4 more,11 years old,11-50 Employees (India)
7459,Huron Consulting...,4.0,(64 Reviews),Private,"Chicago,Illinois + 4 more",20 years old,501-1k Employees (India)
7460,Simhapuri Energy,3.7,(64 Reviews),Public,Hyderabad + 2 more,17 years old,201-500 Employees (India)
7461,Saint-Gobain Web...,4.0,(64 Reviews),Mumbai + 16 more,1k-5k Employees (India),,
7462,Transact Global,3.8,(64 Reviews),Private,Bengaluru + 1 more,14 years old,201-500 Employees (India)
7463,Printo Document ...,4.3,(64 Reviews),Bangalore + 6 more,16 years old,501-1k Employees (India),
7464,Goldmedal Electr...,3.9,(64 Reviews),Private,"Mumbai,Maharashtra + 17 more",43 years old,201-500 Employees (India)
7465,Fuji Electric,3.9,(64 Reviews),"Tokyo,Tokyo-to + 17 more",99 years old,1k-5k Employees (India),
7466,Kyocera Document...,3.4,(64 Reviews),Private,Osaka + 15 more,88 years old,201-500 Employees (India)
7467,Inventys Researc...,3.3,(64 Reviews),Private,Mumbai + 2 more,16 years old,51-200 Employees (India)
7468,C2Lbiz Solutions,3.6,(64 Reviews),Mumbai + 2 more,15 years old,51-200 Employees (India),
7469,Atlas Cycles,4.4,(64 Reviews),Public,Sahibabad + 3 more,71 years old,501-1k Employees (India)
7470,ECPL,3.5,(64 Reviews),Private,Bengaluru + 3 more,20 years old,1k-5k Employees (Global)
7471,TNEB,4.1,(64 Reviews),Private,Chennai + 15 more,65 years old,5k-10k Employees (Global)
7472,Sun Business Sol...,4.0,(64 Reviews),Private,"Chennai,Tamil Nadu + 7 more",12 years old,201-500 Employees (India)
7473,Haldor Topsoe,4.2,(64 Reviews),Private,Kongens Lyngby + 1 more,82 years old,51-200 Employees (India)
7474,Cybernetik Techn...,3.9,(64 Reviews),Private,Pune + 4 more,35 years old,51-200 Employees (India)
7475,Teamglobal Logis...,3.9,(64 Reviews),Private,Mumbai + 13 more,17 years old,201-500 Employees (India)
7476,Modern Business ...,3.5,(64 Reviews),Private,Ahmedabad + 27 more,18 years old,5k-10k Employees (India)
7477,IKF Technologies,3.9,(64 Reviews),Public,"Kolkata,West Bengal",22 years old,51-200 Employees (India)
7478,Shemrock Group o...,4.3,(64 Reviews),Private,New Delhi + 28 more,33 years old,201-500 Employees (India)
7479,Piramal Realty,4.0,(64 Reviews),Private,"Mumbai,Maharashtra + 6 more",10 years old,201-500 Employees (India)
7480,BMD,4.1,(64 Reviews),Private,Galt + 8 more,79 years old,501-1k Employees (India)
7481,Strabag,4.2,(64 Reviews),Vienna + 9 more,187 years old,51-200 Employees (India),
7482,PS Group,4.1,(64 Reviews),Private,"Kolkata,West Bengal + 3 more",37 years old,201-500 Employees (India)
7483,Government of Gu...,4.1,(64 Reviews),Public,Gandhinagar + 17 more,62 years old,11-50 Employees (India)
7484,Edureka!,3.5,(64 Reviews),Private,"Bangalore,Karnataka + 4 more",11 years old,201-500 Employees (India)
7485,W3Softech India,3.6,(64 Reviews),Private,"Hyderabad/Secunderabad,Telangana",11 years old,51-200 Employees (India)
7486,Beckman Coulter,3.9,(64 Reviews),Private,"Brea,California + 9 more",87 years old,201-500 Employees (India)
7487,Gera Development...,4.1,(64 Reviews),Private,"Pune,Maharashtra + 1 more",52 years old,201-500 Employees (India)
7488,Bizmatics India,3.9,(64 Reviews),Private,"San Jose,California + 3 more",20 years old,201-500 Employees (India)
7489,HTC,4.3,(64 Reviews),Private,Taoyuan + 24 more,25 years old,1-10 Employees (India)
7490,Anjani Technopla...,3.3,(64 Reviews),Private,"Greater Noida,Uttar Pradesh + 1 more",34 years old,51-200 Employees (India)
7491,Facilities And B...,3.9,(64 Reviews),Private,Bangalore + 7 more,17 years old,1k-5k Employees (India)
7492,PCI,3.8,(64 Reviews),Private,New Delhi + 17 more,74 years old,201-500 Employees (India)
7493,LNJ Bhilwara Gro...,4.0,(64 Reviews),Private,Noida + 15 more,62 years old,1k-5k Employees (India)
7494,Zenith Software,4.1,(64 Reviews),Private,Banglore + 8 more,26 years old,201-500 Employees (India)
7495,ION Trading,3.3,(64 Reviews),Private,London + 3 more,23 years old,501-1k Employees (India)
7496,Ambuja Realty,3.9,(64 Reviews),Private,Kolkata + 7 more,17 years old,1k-5k Employees (India)
7497,Reynolds,4.6,(64 Reviews),Minnesota + 16 more,77 years old,501-1k Employees (India),
7498,Apcotex Industri...,3.8,(64 Reviews),Public,"Mumbai,Maharashtra + 7 more",42 years old,201-500 Employees (India)
7499,Inthree Access,3.8,(64 Reviews),Private,Chennai + 13 more,9 years old,51-200 Employees (India)
7500,Usha Armour,4.1,(64 Reviews),Private,Bengaluru + 2 more,31 years old,201-500 Employees (India)
7501,INDOASIAN,4.1,(64 Reviews),Private,"Noida,Uttar Pradesh + 14 more",64 years old,1k-5k Employees (Global)
7502,Unitech Power Tr...,3.7,(64 Reviews),Public,"Gurgaon/Gurugram,Haryana + 12 more",27 years old,201-500 Employees (India)
7503,Shree Shubham Lo...,4.2,(64 Reviews),Public,"Mumbai,Maharashtra + 20 more",15 years old,51-200 Employees (India)
7504,SKS POWER GENERA...,3.7,(64 Reviews),Public,Mumbai + 12 more,14 years old,201-500 Employees (India)
7505,Graviti Pharmace...,3.9,(64 Reviews),"Hyderabad,Telangana + 1 more",10 years old,5k-10k Employees (India),
7506,ATPI,4.0,(64 Reviews),Private,London + 3 more,20 years old,51-200 Employees (India)
7507,Edujobs Academy,4.2,(64 Reviews),Kolkata + 17 more,9 years old,51-200 Employees (India),
7508,BorgWarner Morse...,3.9,(64 Reviews),Auburn + 1 more,94 years old,201-500 Employees (India),
7509,Virchow Laborato...,3.7,(64 Reviews),Hyderabad + 3 more,41 years old,201-500 Employees (India),
7510,Axpress Logistic...,3.4,(64 Reviews),Private,"Gurgaon/Gurugram,Haryana + 17 more",21 years old,51-200 Employees (India)
7511,Elysium Pharmace...,3.2,(64 Reviews),Public,"Vadodara/Baroda,Gujarat + 1 more",26 years old,51-200 Employees (India)
7512,SAP Ariba,4.3,(64 Reviews),"Palo Alto,California + 2 more",26 years old,501-1k Employees (India),
7513,Dr. Sulaiman Al ...,3.7,(64 Reviews),Riyadh + 7 more,27 years old,,
7514,Kazstroy Service...,3.5,(64 Reviews),Private,Almaty + 10 more,21 years old,10k-50k Employees (Global)
7515,SEPCO ELECTRIC P...,4.0,(64 Reviews),Private,Jinan + 18 more,70 years old,5k-10k Employees (India)
7516,Pearl Beverages,3.5,(64 Reviews),"Delhi,NCT + 5 more",26 years old,51-200 Employees (India),
7517,SRM Techsol,4.3,(64 Reviews),"San Mateo,California",18 years old,51-200 Employees (India),
7518,Izmo,4.1,(64 Reviews),Public,Bengaluru + 4 more,27 years old,51-200 Employees (India)
7519,Vatika Hotels,4.5,(64 Reviews),Private,"Gurgaon/Gurugram,Haryana + 6 more",18 years old,501-1k Employees (India)
7520,DHL Lemuir Logis...,4.5,(64 Reviews),Private,Bonn + 11 more,53 years old,1k-5k Employees (Global)
7521,Sahu Exports,4.0,(64 Reviews),Private,Noida + 2 more,43 years old,51-200 Employees (India)
7522,TGB Banquets and...,4.1,(64 Reviews),Public,"Ahmedabad,Gujarat + 5 more",33 years old,201-500 Employees (India)
7523,Tirupati Life Sc...,4.3,(64 Reviews),Private,Paonta Sahib + 4 more,15 years old,11-50 Employees (India)
7524,Al Gihaz Holding,4.5,(64 Reviews),Private,Riyadh + 5 more,47 years old,1k-5k Employees (Global)
7525,Srinivasa Sales ...,3.6,(64 Reviews),Private,Hyderabad + 7 more,13 years old,1k-5k Employees (India)
7526,Premier Plasmote...,3.9,(64 Reviews),Private,Faridabad + 6 more,13 years old,51-200 Employees (India)
7527,Cex Webuy Entert...,3.8,(64 Reviews),Private,"Mumbai,Maharastra + 9 more",30 years old,1k-5k Employees (India)
7528,TFG Vacations,4.1,(64 Reviews),Private,New Delhi + 11 more,7 years old,11-50 Employees (India)
7529,SRM Techsol,4.3,(64 Reviews),"San Mateo,California",18 years old,51-200 Employees (India),
7530,Virchow Laborato...,3.7,(64 Reviews),Hyderabad + 3 more,41 years old,201-500 Employees (India),
7531,Vatika Hotels,4.5,(64 Reviews),Private,"Gurgaon/Gurugram,Haryana + 6 more",18 years old,501-1k Employees (India)
7532,DHL Lemuir Logis...,4.5,(64 Reviews),Private,Bonn + 11 more,53 years old,1k-5k Employees (Global)
7533,Pearl Beverages,3.5,(64 Reviews),"Delhi,NCT + 5 more",26 years old,51-200 Employees (India),
7534,Apcotex Industri...,3.8,(64 Reviews),Public,"Mumbai,Maharashtra + 7 more",42 years old,201-500 Employees (India)
7535,Inthree Access,3.8,(64 Reviews),Private,Chennai + 13 more,9 years old,51-200 Employees (India)
7536,Usha Armour,4.1,(64 Reviews),Private,Bengaluru + 2 more,31 years old,201-500 Employees (India)
7537,Shree Shubham Lo...,4.2,(64 Reviews),Public,"Mumbai,Maharashtra + 20 more",15 years old,51-200 Employees (India)
7538,Unitech Power Tr...,3.7,(64 Reviews),Public,"Gurgaon/Gurugram,Haryana + 12 more",27 years old,201-500 Employees (India)
7539,Jasubhai Enginee...,3.7,(64 Reviews),Private,Mumbai + 7 more,55 years old,51-200 Employees (India)
7540,Cex Webuy Entert...,3.8,(64 Reviews),Private,"Mumbai,Maharastra + 9 more",30 years old,1k-5k Employees (India)
7541,Ambuja Realty,3.9,(64 Reviews),Private,Kolkata + 7 more,17 years old,1k-5k Employees (India)
7542,Axpress Logistic...,3.4,(64 Reviews),Private,"Gurgaon/Gurugram,Haryana + 17 more",21 years old,51-200 Employees (India)
7543,Elysium Pharmace...,3.2,(64 Reviews),Public,"Vadodara/Baroda,Gujarat + 1 more",26 years old,51-200 Employees (India)
7544,Ultratech Cement...,4.3,(64 Reviews),Mumbai + 32 more,5k-10k Employees (India),,
7545,Datacomp Web Tec...,3.7,(64 Reviews),Private,"Mumbai,Maharashtra + 9 more",37 years old,201-500 Employees (India)
7546,Ars Traffic And ...,3.2,(64 Reviews),Nassaulaan + 9 more,25 years old,51-200 Employees (India),
7547,Jumbo Finvest In...,4.4,(64 Reviews),Private,Jaipur + 17 more,24 years old,501-1k Employees (India)
7548,Indiana Ophthalm...,4.9,(64 Reviews),51-200 Employees (India),,,
7549,ATPI,4.0,(64 Reviews),Private,London + 3 more,20 years old,51-200 Employees (India)
7550,Edujobs Academy,4.2,(64 Reviews),Kolkata + 17 more,9 years old,51-200 Employees (India),
7551,Graviti Pharmace...,3.9,(64 Reviews),"Hyderabad,Telangana + 1 more",10 years old,5k-10k Employees (India),
